Country_code,Latitude,Longitude
ar,-38.416097,-63.616672
ar,-38.416097,-63.616672
ar,-38.416097,-63.616672
ar,-38.416097,-63.616672
ar,-38.416097,-63.616672
ar,-38.416097,-63.616672
ar,-38.416097,-63.616672
ar,-38.416097,-63.616672
ar,-38.416097,-63.616672
ar,-38.416097,-63.616672
ar,-38.416097,-63.616672
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
at,47.516231,14.550072
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
au,-25.274398,133.775136
az,40.143105,47.576927
az,40.143105,47.576927
az,40.143105,47.576927
az,40.143105,47.576927
az,40.143105,47.576927
az,40.143105,47.576927
az,40.143105,47.576927
az,40.143105,47.576927
az,40.143105,47.576927
az,40.143105,47.576927
az,40.143105,47.576927
az,40.143105,47.576927
az,40.143105,47.576927
az,40.143105,47.576927
ba,43.915886,17.679076
ba,43.915886,17.679076
ba,43.915886,17.679076
ba,43.915886,17.679076
ba,43.915886,17.679076
ba,43.915886,17.679076
ba,43.915886,17.679076
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
bd,23.684994,90.356331
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
be,50.503887,4.469936
bf,12.238333,-1.561593
bf,12.238333,-1.561593
bf,12.238333,-1.561593
bf,12.238333,-1.561593
bf,12.238333,-1.561593
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bg,42.733883,25.48583
bh,25.930414,50.637772
bh,25.930414,50.637772
bh,25.930414,50.637772
bh,25.930414,50.637772
bh,25.930414,50.637772
bh,25.930414,50.637772
bh,25.930414,50.637772
bh,25.930414,50.637772
bh,25.930414,50.637772
bh,25.930414,50.637772
bh,25.930414,50.637772
bh,25.930414,50.637772
bh,25.930414,50.637772
bh,25.930414,50.637772
bh,25.930414,50.637772
bh,25.930414,50.637772
bh,25.930414,50.637772
bh,25.930414,50.637772
bj,9.30769,2.315834
bj,9.30769,2.315834
bj,9.30769,2.315834
bj,9.30769,2.315834
bj,9.30769,2.315834
bj,9.30769,2.315834
bj,9.30769,2.315834
bo,-16.290154,-63.588653
bo,-16.290154,-63.588653
bo,-16.290154,-63.588653
bo,-16.290154,-63.588653
bo,-16.290154,-63.588653
bo,-16.290154,-63.588653
bo,-16.290154,-63.588653
bo,-16.290154,-63.588653
bo,-16.290154,-63.588653
bo,-16.290154,-63.588653
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
br,-14.235004,-51.92528
bs,25.03428,-77.39628
bs,25.03428,-77.39628
bs,25.03428,-77.39628
bw,-22.328474,24.684866
bw,-22.328474,24.684866
bw,-22.328474,24.684866
bw,-22.328474,24.684866
bw,-22.328474,24.684866
by,53.709807,27.953389
by,53.709807,27.953389
by,53.709807,27.953389
by,53.709807,27.953389
by,53.709807,27.953389
by,53.709807,27.953389
by,53.709807,27.953389
by,53.709807,27.953389
by,53.709807,27.953389
by,53.709807,27.953389
by,53.709807,27.953389
by,53.709807,27.953389
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
ca,56.130366,-106.346771
cd,-4.038333,21.758664
cd,-4.038333,21.758664
cd,-4.038333,21.758664
cd,-4.038333,21.758664
cd,-4.038333,21.758664
cd,-4.038333,21.758664
cd,-4.038333,21.758664
cd,-4.038333,21.758664
cd,-4.038333,21.758664
cd,-4.038333,21.758664
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ch,46.818188,8.227512
ci,7.539989,-5.54708
ci,7.539989,-5.54708
ci,7.539989,-5.54708
ci,7.539989,-5.54708
ci,7.539989,-5.54708
ci,7.539989,-5.54708
ci,7.539989,-5.54708
ci,7.539989,-5.54708
ci,7.539989,-5.54708
ci,7.539989,-5.54708
ci,7.539989,-5.54708
ci,7.539989,-5.54708
ci,7.539989,-5.54708
ci,7.539989,-5.54708
ci,7.539989,-5.54708
ci,7.539989,-5.54708
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cl,-35.675147,-71.542969
cm,7.369722,12.354722
cm,7.369722,12.354722
cm,7.369722,12.354722
cm,7.369722,12.354722
cm,7.369722,12.354722
cm,7.369722,12.354722
cm,7.369722,12.354722
cm,7.369722,12.354722
cm,7.369722,12.354722
cm,7.369722,12.354722
cm,7.369722,12.354722
cm,7.369722,12.354722
cm,7.369722,12.354722
cm,7.369722,12.354722
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
cn,35.86166,104.195397
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
co,4.570868,-74.297333
cr,9.748917,-83.753428
cr,9.748917,-83.753428
cr,9.748917,-83.753428
cr,9.748917,-83.753428
cr,9.748917,-83.753428
cr,9.748917,-83.753428
cr,9.748917,-83.753428
cr,9.748917,-83.753428
cr,9.748917,-83.753428
cr,9.748917,-83.753428
cr,9.748917,-83.753428
cr,9.748917,-83.753428
cr,9.748917,-83.753428
cr,9.748917,-83.753428
cr,9.748917,-83.753428
cr,9.748917,-83.753428
cr,9.748917,-83.753428
cr,9.748917,-83.753428
cr,9.748917,-83.753428
cr,9.748917,-83.753428
cr,9.748917,-83.753428
cu,21.521757,-77.781167
cu,21.521757,-77.781167
cu,21.521757,-77.781167
cu,21.521757,-77.781167
cu,21.521757,-77.781167
cy,35.126413,33.429859
cy,35.126413,33.429859
cy,35.126413,33.429859
cy,35.126413,33.429859
cy,35.126413,33.429859
cy,35.126413,33.429859
cy,35.126413,33.429859
cy,35.126413,33.429859
cy,35.126413,33.429859
cy,35.126413,33.429859
cy,35.126413,33.429859
cy,35.126413,33.429859
cy,35.126413,33.429859
cy,35.126413,33.429859
cy,35.126413,33.429859
cy,35.126413,33.429859
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
cz,49.817492,15.472962
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
de,51.165691,10.451526
